"Line","Strain","Generations","LR_sample","SR_callable_3x","SR_callable_10x","LR_callable_3x","LR_callable_10x","SR_SNP_rate_3x","SR_Indel_rate_3x","SR_Total_rate_3x","SR_SNP_rate_10x","SR_Indel_rate_10x","SR_Total_rate_10x","SR_matched_SNP_rate_3x","SR_matched_Indel_rate_3x","SR_matched_SNP_rate_10x","SR_matched_Indel_rate_10x","LR_SNP_rate_3x","LR_Indel_rate_3x","LR_Total_rate_3x","LR_SNP_rate_10x","LR_Indel_rate_10x","LR_Total_rate_10x","SR_TsTv_3x","SR_TsTv_10x","LR_TsTv_3x","LR_TsTv_10x","SR_InsDel_3x","SR_InsDel_10x","LR_InsDel_3x","LR_InsDel_10x","SR_3x_n_snp","SR_3x_n_indel","SR_3x_n_total","SR_10x_n_snp","SR_10x_n_indel","SR_10x_n_total","SR_matched_3x_n_snp","SR_matched_3x_n_indel","SR_matched_10x_n_snp","SR_matched_10x_n_indel","LR_3x_n_snp","LR_3x_n_indel","LR_3x_n_total","LR_10x_n_snp","LR_10x_n_indel","LR_10x_n_total","SR_3x_GC_to_AT","SR_3x_GC_to_CG","SR_3x_GC_to_TA","SR_3x_AT_to_GC","SR_3x_AT_to_CG","SR_3x_AT_to_TA","SR_3x_del_1","SR_3x_del_2","SR_3x_del_3_5","SR_3x_del_6_10","SR_3x_del_10plus","SR_3x_ins_1","SR_3x_ins_2","SR_3x_ins_3_5","SR_3x_ins_6_10","SR_3x_ins_10plus","SR_10x_GC_to_AT","SR_10x_GC_to_CG","SR_10x_GC_to_TA","SR_10x_AT_to_GC","SR_10x_AT_to_CG","SR_10x_AT_to_TA","SR_10x_del_1","SR_10x_del_2","SR_10x_del_3_5","SR_10x_del_6_10","SR_10x_del_10plus","SR_10x_ins_1","SR_10x_ins_2","SR_10x_ins_3_5","SR_10x_ins_6_10","SR_10x_ins_10plus","SR_matched_3x_GC_to_AT","SR_matched_3x_GC_to_CG","SR_matched_3x_GC_to_TA","SR_matched_3x_AT_to_GC","SR_matched_3x_AT_to_CG","SR_matched_3x_AT_to_TA","SR_matched_3x_del_1","SR_matched_3x_del_2","SR_matched_3x_del_3_5","SR_matched_3x_del_6_10","SR_matched_3x_del_10plus","SR_matched_3x_ins_1","SR_matched_3x_ins_2","SR_matched_3x_ins_3_5","SR_matched_3x_ins_6_10","SR_matched_3x_ins_10plus","SR_matched_10x_GC_to_AT","SR_matched_10x_GC_to_CG","SR_matched_10x_GC_to_TA","SR_matched_10x_AT_to_GC","SR_matched_10x_AT_to_CG","SR_matched_10x_AT_to_TA","SR_matched_10x_del_1","SR_matched_10x_del_2","SR_matched_10x_del_3_5","SR_matched_10x_del_6_10","SR_matched_10x_del_10plus","SR_matched_10x_ins_1","SR_matched_10x_ins_2","SR_matched_10x_ins_3_5","SR_matched_10x_ins_6_10","SR_matched_10x_ins_10plus","LR_3x_GC_to_AT","LR_3x_GC_to_CG","LR_3x_GC_to_TA","LR_3x_AT_to_GC","LR_3x_AT_to_CG","LR_3x_AT_to_TA","LR_3x_del_1","LR_3x_del_2","LR_3x_del_3_5","LR_3x_del_6_10","LR_3x_del_10plus","LR_3x_ins_1","LR_3x_ins_2","LR_3x_ins_3_5","LR_3x_ins_6_10","LR_3x_ins_10plus","LR_10x_GC_to_AT","LR_10x_GC_to_CG","LR_10x_GC_to_TA","LR_10x_AT_to_GC","LR_10x_AT_to_CG","LR_10x_AT_to_TA","LR_10x_del_1","LR_10x_del_2","LR_10x_del_3_5","LR_10x_del_6_10","LR_10x_del_10plus","LR_10x_ins_1","LR_10x_ins_2","LR_10x_ins_3_5","LR_10x_ins_6_10","LR_10x_ins_10plus"
"232","HK104",238,NA,96202192,73482785,NA,NA,1.61599420597349e-09,4.80430709884012e-10,2.09642491585751e-09,1.429477894812e-09,1.7153734737744e-10,1.60101524218944e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05555555555556,1.08333333333333,NA,NA,1.75,0,NA,NA,37,11,48,25,3,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,4,11,5,2,1,1,2,0,0,1,3,1,0,1,2,10,2,8,3,1,1,1,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","HK104",238,NA,96939874,90100141,NA,NA,1.5603538354267e-09,5.63461107237418e-10,2.12381494266411e-09,1.11920286711265e-09,3.26434169574522e-10,1.44563703668717e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11764705882353,1.66666666666667,NA,NA,1.6,1.33333333333333,NA,NA,36,13,49,24,7,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,3,8,7,2,4,1,1,2,0,1,2,3,0,3,0,10,2,3,5,0,4,1,1,1,0,0,2,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","HK104",238,NA,96532981,88798454,NA,NA,2.13276696532532e-09,9.14042985139422e-10,3.04680995046474e-09,1.84536485532155e-09,7.09755713585212e-10,2.55512056890676e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.57894736842105,1.78571428571429,NA,NA,1.625,2,NA,NA,49,21,70,39,15,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,4,8,15,2,5,3,1,3,1,0,7,0,4,0,2,12,3,6,13,2,3,3,0,1,1,0,6,0,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","HK104",238,NA,96386415,81134699,NA,NA,2.00523394219372e-09,6.10288591102436e-10,2.61552253329615e-09,1.45002151081536e-09,3.1071889517472e-10,1.76074040599008e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.769230769230769,1,NA,NA,0.4,0.5,NA,NA,46,14,60,28,6,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,3,12,9,4,7,2,0,3,4,1,0,1,1,0,2,9,3,5,5,3,3,1,0,2,1,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","HK104",238,"HK_244",96679616,85166028,100418712,99363701,1.56455425103965e-09,7.38817285213167e-10,2.30337153625281e-09,1.28271448187054e-09,3.45346206657452e-10,1.62806068852799e-09,1.65147393165296e-09,7.38817285213167e-10,1.67739586090762e-09,3.94681379037088e-10,2.38497181998638e-09,6.69465774031263e-10,3.05443759401764e-09,1.81829246585293e-09,3.38286970391242e-10,2.15657943624417e-09,0.636363636363636,0.733333333333333,0.676470588235294,0.653846153846154,2.4,2.5,3,1.66666666666667,36,17,53,26,7,33,38,17,34,8,57,16,73,43,8,51,11,4,10,3,5,3,3,1,1,0,0,2,1,5,2,2,9,2,8,2,5,0,1,1,0,0,0,2,1,2,0,0,12,4,10,4,5,3,2,1,1,0,0,2,1,7,1,2,11,4,9,3,5,2,1,1,1,0,0,2,1,2,0,0,15,7,14,8,8,5,2,1,1,0,0,2,1,7,1,1,13,5,11,4,7,3,1,1,1,0,0,2,1,2,0,0
"250","HK104",238,NA,97229893,93309245,NA,NA,2.76568815133027e-09,1.38284407566514e-09,4.14853222699541e-09,2.29651107224921e-09,8.10533319617368e-10,3.10704439186658e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.684210526315789,0.645161290322581,NA,NA,1.90909090909091,1,NA,NA,64,32,96,51,18,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,4,15,8,4,15,6,1,2,1,1,6,0,11,1,3,15,4,12,5,4,11,6,0,1,1,1,5,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","HK104",238,NA,97140380,92287962,NA,NA,1.8599090193755e-09,1.03808875500028e-09,2.89799777437577e-09,1.54794991417345e-09,5.00807325173764e-10,2.04875723934722e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.653846153846154,0.7,NA,NA,1,1.75,NA,NA,43,24,67,34,11,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,5,11,7,7,3,1,1,4,0,6,4,1,3,1,3,8,4,7,6,6,3,0,1,2,0,1,3,1,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","HK104",238,NA,96994029,89284179,NA,NA,1.86271537300057e-09,7.79741318930471e-10,2.64245669193104e-09,1.60002751279309e-09,1.88238530916834e-10,1.78826604370992e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.954545454545455,1.125,NA,NA,1,0.333333333333333,NA,NA,43,18,61,34,4,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,9,5,7,3,5,2,0,0,2,5,1,1,4,2,1,12,7,4,6,3,2,2,0,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","HK104",238,NA,96721526,87551760,NA,NA,1.12946623152939e-09,3.47528071239811e-10,1.4769943027692e-09,9.59816381137034e-10,1.91963276227407e-10,1.15177965736444e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.625,0.538461538461538,NA,NA,1.66666666666667,1,NA,NA,26,8,34,20,4,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,7,3,2,3,1,0,1,0,1,3,0,0,0,2,6,2,7,1,2,2,1,0,1,0,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","HK104",238,NA,96866358,86917678,NA,NA,1.77841833965746e-09,8.67521141296322e-10,2.64593948095378e-09,1.25686396591257e-09,3.86727374126944e-10,1.64359134003951e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64,0.733333333333333,NA,NA,1.5,3,NA,NA,41,20,61,26,8,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,7,6,3,5,7,1,2,2,1,2,3,1,6,1,1,10,4,5,1,3,3,0,0,1,1,0,2,1,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","HK104",238,NA,97039330,89935606,NA,NA,1.47215714347103e-09,7.7937731124937e-10,2.2515344547204e-09,1.30812549173827e-09,4.67187675620811e-10,1.77531316735908e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0.8,1.5,NA,NA,34,18,52,28,10,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,7,5,4,5,4,1,1,2,2,4,1,2,1,0,10,1,4,4,4,5,2,1,1,0,0,4,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","HK104",238,NA,97188290,92215805,NA,NA,1.51313315142608e-09,8.64647515100617e-10,2.3777806665267e-09,1.27577977358143e-09,5.46762760106328e-10,1.82254253368776e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.521739130434783,0.555555555555556,NA,NA,1.5,1,NA,NA,35,20,55,28,12,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,9,7,3,8,5,1,0,2,0,6,1,2,1,2,5,3,7,5,2,6,4,1,0,1,0,5,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","HK104",238,"HK_264",96186309,75836259,100566027,99529545,1.70362651319209e-09,5.67875504397365e-10,2.27150201758946e-09,1.38511601431609e-09,5.54046405726436e-10,1.93916242004253e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05263157894737,1.27272727272727,NA,NA,1.6,1,NA,NA,39,13,52,25,10,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,4,4,7,5,6,1,0,2,1,1,3,1,2,0,2,8,3,2,6,3,3,2,0,2,0,1,3,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","HK104",238,NA,97065072,91064188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","HK104",238,NA,96860790,88005766,NA,NA,1.69176347021831e-09,1.30135651555255e-09,2.99311998577086e-09,1.38455404724048e-09,6.68405402116092e-10,2.05295944935657e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.695652173913043,0.8125,NA,NA,1.72727272727273,1.8,NA,NA,39,30,69,29,14,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,11,7,2,9,1,2,6,1,1,2,4,10,1,2,7,1,9,6,2,4,1,2,2,0,0,0,2,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","HK104",238,NA,96910596,89149003,NA,NA,1.86431903594487e-09,1.04055015959714e-09,2.90486919554201e-09,1.36679867856512e-09,5.65571866992465e-10,1.93237054555759e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.869565217391304,1.41666666666667,NA,NA,2.42857142857143,3,NA,NA,43,24,67,29,12,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,4,9,4,2,8,0,1,2,0,4,8,3,4,1,1,15,2,5,2,0,5,0,0,1,0,2,3,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","HK104",238,NA,96896980,90554627,NA,NA,1.69113161440622e-09,1.30087047262017e-09,2.99200208702639e-09,1.48478091034051e-09,7.88789858618394e-10,2.2735707689589e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.523809523809524,NA,NA,5,4.66666666666667,NA,NA,39,30,69,32,17,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,6,11,3,2,7,2,0,1,0,2,3,2,16,2,2,8,5,9,3,1,6,2,0,0,0,1,2,1,8,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","HK104",238,NA,95063232,55938544,NA,NA,1.72375315640949e-09,3.09391592176062e-10,2.03314474858555e-09,1.72758617854238e-09,0,1.72758617854238e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.533333333333333,NA,NA,2.5,NA,NA,NA,39,7,46,23,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,5,12,3,3,6,1,0,1,0,0,1,0,0,2,2,5,5,7,3,0,3,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","HK104",238,NA,96870610,87064205,NA,NA,1.3879729002698e-09,6.07238143868039e-10,1.99521104413784e-09,1.10996999814315e-09,5.79114781639905e-10,1.68908477978306e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.777777777777778,0.769230769230769,NA,NA,3.66666666666667,3,NA,NA,32,14,46,23,12,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,9,2,3,5,1,1,1,0,0,4,1,6,0,0,9,0,8,1,2,3,1,1,1,0,0,3,1,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","HK104",238,NA,96975034,88099520,NA,NA,1.55978810176731e-09,5.63256814527085e-10,2.1230449162944e-09,1.43077306400838e-09,2.86154612801675e-10,1.71692767681005e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0.666666666666667,NA,NA,2.25,0.5,NA,NA,36,13,49,30,6,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,4,6,4,3,7,3,0,1,0,0,3,1,1,0,4,10,3,6,2,2,7,3,0,1,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","HK104",238,NA,96850431,88939143,NA,NA,1.5184116581723e-09,7.80897424202896e-10,2.29930908237519e-09,1.22829716808708e-09,4.25179788953219e-10,1.6534769570403e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.842105263157895,0.857142857142857,NA,NA,1.57142857142857,1.25,NA,NA,35,18,53,26,9,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,2,9,2,4,4,3,2,2,0,0,3,0,2,0,6,11,1,8,1,3,2,2,1,1,0,0,1,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","HK104",238,NA,96677748,86558425,NA,NA,1.78188788140809e-09,6.95370880549499e-10,2.47725876195759e-09,1.74749603174596e-09,3.39790895061715e-10,2.08728692680768e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.863636363636364,0.8,NA,NA,0.230769230769231,0.166666666666667,NA,NA,41,16,57,36,7,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,2,8,3,6,6,9,0,2,1,1,2,0,0,1,0,13,1,8,3,6,5,6,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","HK104",238,"HK_270",97265866,93273807,100407739,99361823,1.07994737646938e-09,6.47968425881631e-10,1.72791580235101e-09,9.91028218564253e-10,3.60373897659728e-10,1.35140211622398e-09,1.20954106164571e-09,6.04770530822855e-10,1.26130864180905e-09,4.95514109282127e-10,1.33907787239991e-09,6.27692752687456e-10,1.96677062508736e-09,1.31088678637001e-09,4.65153375808715e-10,1.77604016217873e-09,0.666666666666667,0.833333333333333,0.6,0.631578947368421,1.5,1,1.5,1.75,25,15,40,22,8,30,28,14,28,11,32,15,47,31,11,42,7,2,6,3,4,3,2,0,1,1,2,3,2,3,1,0,7,1,6,3,3,2,2,0,1,0,1,2,0,1,1,0,8,2,8,3,3,4,2,0,1,0,2,3,3,2,1,0,8,2,8,3,3,4,2,0,1,0,1,2,2,2,1,0,9,2,8,3,3,7,2,1,1,0,2,3,3,2,1,0,9,2,8,3,3,6,2,0,1,0,1,2,2,2,1,0
"298","HK104",238,NA,96548876,84023725,NA,NA,1.82778500948363e-09,1.0009298861458e-09,2.82871489562943e-09,1.50017652952267e-09,4.50052958856801e-10,1.95022948837947e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,1.14285714285714,NA,NA,1.3,0.5,NA,NA,42,23,65,30,9,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,3,8,3,2,7,4,1,2,1,2,6,0,4,1,2,14,3,4,2,2,5,3,0,2,0,1,2,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","PB800",238,NA,94809959,55633699,NA,NA,1.63972420738996e-09,7.9770366845998e-10,2.43742787584994e-09,9.81812277833545e-10,2.26572064115433e-10,1.20838434194898e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05555555555556,0.625,NA,NA,2,0,NA,NA,37,18,55,13,3,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1,8,4,4,5,2,0,1,0,3,6,1,1,0,4,3,1,4,2,0,3,2,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","PB800",238,NA,96801832,88595575,NA,NA,2.30046344195482e-09,6.94479529646738e-10,2.99494297160156e-09,1.56503823339793e-09,3.3197780708441e-10,1.89701604048234e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.892857142857143,0.736842105263158,NA,NA,0.777777777777778,1.33333333333333,NA,NA,53,16,69,33,7,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,4,12,10,5,7,2,1,2,2,2,4,1,0,0,2,11,4,9,3,3,3,1,1,1,0,0,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
